merchant,id,status,order_date,payment_date,shipping_date,product_id,product_name,Grade,price,quantity,SKU,subtotal,total,memo_content,shipping_prefecture,注文詳細ID,Domain,payment_method,canceller,product_code,total_price,status_id,orderline_value,payment_status
Lucky Sky,42820.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,125000,1,IP13 PRO-128G-BLUE-S,125000,125000,,東京都,291321,hotmail.com,クレジットカード決済,システムキャンセル,512418,125000,35,125000,―
Sousia,41940.0,システムキャンセル,,,,7355,iPad Air 2 9.7inch - 2014 - WiFi - 64GB - シルバー,Bグレード,28000,1,Air2-64-SV,28000,26600,,神奈川県,285154,gmail.com,クレジットカード決済,システムキャンセル,2638,26600,35,28000,―
ワールドモバイル,41927.0,システムキャンセル,,,,5580,iPad Air 2 9.7inch - 2014 - WiFi - 64GB - ゴールド,Bグレード,25800,2,,51600,51600,,神奈川県,285051,gmail.com,クレジットカード決済,システムキャンセル,2641,51600,35,51600,
Loop Mobile,41865.0,システムキャンセル,,,,4809,iPhone 12 Pro Max 256GB - パシフィックブルー SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-PC-A2410-Z,122500,122500,,埼玉県,284578,hotmail.com,クレジットカード決済,システムキャンセル,413846,122500,35,122500,―
Sousia,41857.0,システムキャンセル,,,,7355,iPad Air 2 9.7inch - 2014 - WiFi - 64GB - シルバー,Bグレード,28000,3,Air2-64-SV,84000,84000,,神奈川県,284516,gmail.com,クレジットカード決済,システムキャンセル,2638,84000,35,84000,
Likewize Japan,41427.0,システムキャンセル,,,,4446,iPhone 12 128GB - ブラック SIMフリー,Bグレード,72000,1,,72000,72000,,神奈川県,281410,gmail.com,クレジットカード決済,システムキャンセル,418115,72000,35,72000,
Likewize Japan,41412.0,システムキャンセル,,,,3392,iPhone 11 128GB - ホワイト SIMフリー,Cグレード,48700,1,,48700,48700,,東京都,281290,outlook.jp,クレジットカード決済,システムキャンセル,311316,48700,35,48700,
Amemoba,41212.0,システムキャンセル,,,,7382,AirPods Pro (エアポッツプロ - MWP22J/A),Cグレード,19500,1,XSXU0C6L,43000,43000,,埼玉県,279873,outlook.jp,クレジットカード決済,システムキャンセル,308532,43000,35,19500,―
Amemoba,41212.0,システムキャンセル,,,,7378,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,23500,1,M4TE0C6L,43000,43000,,埼玉県,279874,outlook.jp,クレジットカード決済,システムキャンセル,308532,43000,35,23500,―
DAR,41204.0,システムキャンセル,,,,5250,iPhone XR 64GB - ブラック SIMフリー,Cグレード,30870,1,,30870,30870,,愛知県,279816,outlook.jp,クレジットカード決済,システムキャンセル,161659,30870,35,30870,―
Loop Mobile,41165.0,システムキャンセル,,,,4806,iPhone 12 Pro Max 256GB - グラファイト SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-GP-A2410-Z,122500,122500,,大阪府,279578,xmailer.be,クレジットカード決済,システムキャンセル,413847,122500,35,122500,―
Likewize Japan,41104.0,システムキャンセル,,,,7343,iPhone 12 256GB - グリーン SIMフリー,Cグレード,81000,1,,81000,81000,,大阪府,279107,hotmail.com,クレジットカード決済,システムキャンセル,388256,81000,35,81000,―
ワールドモバイル,41010.0,システムキャンセル,,,,5028,iPad mini 5 7.9inch - 2019 - WiFi + 4G - 256GB - シルバー,Cグレード,47800,1,,47800,47800,,東京都,278450,outlook.jp,クレジットカード決済,システムキャンセル,338935,47800,35,47800,
Lucky Sky,41009.0,システムキャンセル,,,,5099,iPhone 12 Pro 256GB - グラファイト SIMフリー,Aグレード,105000,1,IP12 PRO-256G-GRAY-S,105000,105000,,東京都,278445,outlook.jp,クレジットカード決済,システムキャンセル,413182,105000,35,105000,
Loop Mobile,41002.0,システムキャンセル,,,,4809,iPhone 12 Pro Max 256GB - パシフィックブルー SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-PC-A2410-Z,122500,122500,,大阪府,278350,xmailer.be,クレジットカード決済,システムキャンセル,413846,122500,35,122500,―
Loop Mobile,40666.0,システムキャンセル,,,,4989,iPhone 12 Pro Max 512GB - シルバー SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-SL-A2410-Z,128500,128500,,大阪府,276027,gmail.com,クレジットカード決済,システムキャンセル,413848,128500,35,128500,
男前ケータイ,40625.0,システムキャンセル,,,,5146,iPhone 11 64GB - ブラック SIMフリー,Cグレード,44380,1,,44380,44380,,神奈川県,275749,outlook.jp,クレジットカード決済,システムキャンセル,290057,44380,35,44380,―
ケートラ,40603.0,システムキャンセル,,,,7200,Xperia XZ3 64GB - ブラック SIMフリー,Aグレード,19980,1,,19980,19980,,神奈川県,275583,protonmail.com,クレジットカード決済,システムキャンセル,173172,19980,35,19980,
Lucky Sky,40570.0,システムキャンセル,,,,7227,iPhone 12 Pro Max 256GB - シルバー SIMフリー,Aグレード,120000,1,IP12 PRO MAX-256G-SILVER-S,120000,120000,,東京都,275383,outlook.jp,クレジットカード決済,システムキャンセル,413844,120000,35,120000,
男前ケータイ,40549.0,システムキャンセル,,,,7265,iPhone 12 Pro 128GB - シルバー SIMフリー,Cグレード,99480,1,,99480,99480,,神奈川県,275238,outlook.com,クレジットカード決済,システムキャンセル,413172,99480,35,99480,―
Loop Mobile,40395.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,東京都,274129,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
P&G,40361.0,システムキャンセル,,,,4664,AirPods (エアポッツ第2世代 - MRXJ2J/A) with Wireless Charging Case ワイヤレス充電,Aグレード,15200,1,4549995054170-d,15200,15200,,東京都,273901,gmail.com,クレジットカード決済,システムキャンセル,388408,15200,35,15200,―
Lucky Sky,40277.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,125000,1,IP13 PRO-128G-BLUE-S,207000,207000,,埼玉県,273376,outlook.com,クレジットカード決済,システムキャンセル,512418,207000,35,125000,
Lucky Sky,40277.0,システムキャンセル,,,,6068,iPhone 12 128GB - パープル SIMフリー,Aグレード,82000,1,IP12-128G-PURPLE-S,207000,207000,,埼玉県,273377,outlook.com,クレジットカード決済,システムキャンセル,475988,207000,35,82000,
Loop Mobile,40219.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,大分県,272955,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,
Loop Mobile,40218.0,システムキャンセル,,,,4906,iPhone 12 Pro 256GB - シルバー SIMフリー,Cグレード,95950,1,PH-AP-IP12P0-FAC-256-SL-A2406-Z,95950,95950,,大阪府,272950,hotmail.com,クレジットカード決済,システムキャンセル,413181,95950,35,95950,―
Loop Mobile,40216.0,システムキャンセル,,,,4989,iPhone 12 Pro Max 512GB - シルバー SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-SL-A2410-Z,128500,128500,,大阪府,272941,hotmail.com,クレジットカード決済,システムキャンセル,413848,128500,35,128500,
Loop Mobile,40215.0,システムキャンセル,,,,4989,iPhone 12 Pro Max 512GB - シルバー SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-SL-A2410-Z,128500,128500,,大阪府,272936,hotmail.com,クレジットカード決済,システムキャンセル,413848,128500,35,128500,―
Lucky Sky,40212.0,システムキャンセル,,,,7226,iPhone 12 Pro Max 128GB - ゴールド SIMフリー,Bグレード,120000,1,IP12 PRO MAX-128G-GOLD-A,120000,120000,,大阪府,272912,hotmail.com,クレジットカード決済,システムキャンセル,413839,120000,35,120000,
RECO,40153.0,システムキャンセル,,,,5044,iPhone 8 256GB - ゴールド SIMフリー,Cグレード,20900,1,,20900,20900,,神奈川県,272527,gmail.com,クレジットカード決済,システムキャンセル,36832,20900,35,20900,―
P&G,40094.0,システムキャンセル,,,,4664,AirPods (エアポッツ第2世代 - MRXJ2J/A) with Wireless Charging Case ワイヤレス充電,Aグレード,15200,1,4549995054170-d,15200,15200,,東京都,272085,gmail.com,クレジットカード決済,システムキャンセル,388408,15200,35,15200,―
Stone Gold,40049.0,システムキャンセル,,,,5813,iPad Pro 12.9inch - 2018 - 64GB -  WiFi - スペースグレイ,Cグレード,87800,1,,87800,87800,,埼玉県,271704,gmail.com,クレジットカード決済,システムキャンセル,178152,87800,35,87800,
Loop Mobile,40018.0,システムキャンセル,,,,4906,iPhone 12 Pro 256GB - シルバー SIMフリー,Cグレード,95950,1,PH-AP-IP12P0-FAC-256-SL-A2406-Z,95950,95950,,大阪府,271458,hotmail.com,クレジットカード決済,システムキャンセル,413181,95950,35,95950,―
Lucky Sky,39943.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,125000,1,IP13 PRO-128G-BLUE-S,125000,125000,,長野県,270899,hotmail.com,クレジットカード決済,システムキャンセル,512418,125000,35,125000,―
男前ケータイ,39907.0,システムキャンセル,,,,5826,iPhone 11 128GB - ブラック SIMフリー,Cグレード,51480,1,,51480,51480,,神奈川県,270661,gmail.com,クレジットカード決済,システムキャンセル,290063,51480,35,51480,
Lucky Sky,39864.0,システムキャンセル,,,,7225,iPhone 12 Pro Max 128GB - グラファイト SIMフリー,Aグレード,120000,1,IP12 PRO MAX-128G-GRAY-S,120000,120000,,愛知県,270377,outlook.jp,クレジットカード決済,システムキャンセル,413837,120000,35,120000,
Loop Mobile,39863.0,システムキャンセル,,,,4905,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Cグレード,95950,1,,95950,95950,,大阪府,270372,hotmail.com,クレジットカード決済,システムキャンセル,413184,95950,35,95950,―
Loop Mobile,39861.0,システムキャンセル,,,,4905,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Cグレード,95950,1,,95950,95950,,大阪府,270362,hotmail.com,クレジットカード決済,システムキャンセル,413184,95950,35,95950,―
Likewize Japan,39858.0,システムキャンセル,,,,4453,iPhone 12 Pro Max 128GB - パシフィックブルー SIMフリー,Cグレード,102000,1,,102000,102000,,大分県,270334,gmail.com,クレジットカード決済,システムキャンセル,413834,102000,35,102000,―
Stone Gold,39853.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,大分県,270297,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,―
Lucky Sky,39848.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,125000,1,IP13 PRO-128G-BLUE-S,125000,125000,,東京都,270265,gmail.com,クレジットカード決済,システムキャンセル,512418,125000,35,125000,―
Stone Gold,39701.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,兵庫県,269292,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,―
Loop Mobile,39690.0,システムキャンセル,,,,4809,iPhone 12 Pro Max 256GB - パシフィックブルー SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-PC-A2410-Z,122500,122500,,兵庫県,269214,hotmail.com,クレジットカード決済,システムキャンセル,413846,122500,35,122500,―
Lucky Sky,39579.0,システムキャンセル,,,,5407,iPhone 12 128GB - ホワイト SIMフリー,Aグレード,82000,1,IP12-128G-WHITE-S,82000,82000,,埼玉県,268460,gmail.com,クレジットカード決済,システムキャンセル,418116,82000,35,82000,―
男前ケータイ,39577.0,システムキャンセル,,,,5955,iPhone XS Max 64GB - スペースグレイ SIMフリー,Cグレード,45480,1,,45480,45480,,石川県,268442,gmail.com,クレジットカード決済,システムキャンセル,166063,45480,35,45480,―
男前ケータイ,,システムキャンセル,,,,6126,iPhone XS 256GB - ゴールド SIMフリー,Cグレード,38480,1,,83960,83960,,埼玉県,268438,gmail.com,クレジットカード決済,システムキャンセル,161655,83960,35,38480,
男前ケータイ,39572.0,システムキャンセル,,,,5955,iPhone XS Max 64GB - スペースグレイ SIMフリー,Cグレード,45480,1,,45480,45480,,石川県,268416,gmail.com,クレジットカード決済,システムキャンセル,166063,45480,35,45480,
Loop Mobile,39480.0,システムキャンセル,,,,5860,iPhone 12 Pro Max 512GB - グラファイト SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-GP-A2410-Z,128500,128500,,兵庫県,267749,hotmail.com,クレジットカード決済,システムキャンセル,413851,128500,35,128500,
Loop Mobile,39389.0,システムキャンセル,,,,4980,iPhone 12 mini 128GB - ブルー SIMフリー,Cグレード,58900,1,,58900,58900,,東京都,267073,gmail.com,クレジットカード決済,システムキャンセル,412303,58900,35,58900,
Loop Mobile,39121.0,システムキャンセル,,,,4906,iPhone 12 Pro 256GB - シルバー SIMフリー,Cグレード,95950,1,PH-AP-IP12P0-FAC-256-SL-A2406-Z,95950,95950,,神奈川県,265099,gmail.com,クレジットカード決済,システムキャンセル,413181,95950,35,95950,
Loop Mobile,39075.0,システムキャンセル,,,,4809,iPhone 12 Pro Max 256GB - パシフィックブルー SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-PC-A2410-Z,122500,122500,,大阪府,264768,nyasan.com,クレジットカード決済,システムキャンセル,413846,122500,35,122500,
Stone Gold,38785.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,神奈川県,262749,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,
Stone Gold,38706.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,神奈川県,262231,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,―
アップルバイヤーズ,38621.0,システムキャンセル,,,,7211,iPhone 13 Pro 128 GB - シルバー SIMフリー,Bグレード,125000,1,,125000,125000,,長野県,261582,gmail.com,クレジットカード決済,システムキャンセル,512412,125000,35,125000,
Loop Mobile,38477.0,システムキャンセル,,,,4806,iPhone 12 Pro Max 256GB - グラファイト SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-GP-A2410-Z,122500,122500,,大阪府,260532,xmailer.be,クレジットカード決済,システムキャンセル,413847,122500,35,122500,―
Loop Mobile,38303.0,システムキャンセル,,,,4905,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Cグレード,95950,1,,95950,95950,,兵庫県,259326,hotmail.com,クレジットカード決済,システムキャンセル,413184,95950,35,95950,
Loop Mobile,38101.0,システムキャンセル,,,,4974,iPhone 12 mini 64GB - ブルー SIMフリー,Cグレード,59500,1,PH-AP-IP12M0-FAC-064-BL-A2398-Z,59500,59500,,東京都,257723,hotmail.com,クレジットカード決済,システムキャンセル,412289,59500,35,59500,
Stone Gold,38077.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,兵庫県,257560,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,―
Lucky Sky,38053.0,システムキャンセル,,,,4238,iPhone 11 Pro 256GB - スペースグレイ SIMフリー,Aグレード,72000,1,IP11 PRO-256G-GRAY-S,72000,72000,,東京都,257411,gmail.com,クレジットカード決済,システムキャンセル,290037,72000,35,72000,―
Stone Gold,38050.0,システムキャンセル,,,,6429,iPhone 13 128GB - ミッドナイト SIMフリー,Aグレード,99800,1,,99800,99800,,兵庫県,257392,hotmail.com,クレジットカード決済,システムキャンセル,512318,99800,35,99800,―
ワールドモバイル,37924.0,システムキャンセル,,,,6764,iPad Pro 12.9inch - 2018 - 256GB - WiFi + 4G - スペースグレイ,Cグレード,78800,1,,78800,78800,,神奈川県,256573,gmail.com,クレジットカード決済,システムキャンセル,313719,78800,35,78800,―
PRODIG,37726.0,システムキャンセル,,,,6953,iPhone 13 Pro 256GB - ゴールド SIMフリー,Aグレード,126800,1,,126800,126800,,東京都,255158,gmail.com,クレジットカード決済,システムキャンセル,512409,126800,35,126800,―
Sakumoba,85336.0,システムキャンセル,,,,11204,AirPods 3 (エアポッツ第3世代 - MME73J/A),Aグレード,27380,1,,27380,27380,,愛知県,619487,gmail.com,クレジットカード決済,システムキャンセル,546537,27380,35,27380,
ハピネスネット,85334.0,システムキャンセル,,,,11384,iPhone 12 64GB - ブルー SIMフリー,Cグレード,72398,1,,72398,72398,,愛知県,619466,gmail.com,クレジットカード決済,システムキャンセル,418121,72398,35,72398,
Amemoba,85325.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,69893,1,95923433,69893,69893,,愛知県,619353,gmail.com,クレジットカード決済,システムキャンセル,418114,69893,35,69893,
Lucky Sky,85312.0,システムキャンセル,,,,13431,iPhone 13 128GB - (Product)Red SIMフリー,Aグレード,100280,1,IP13-128G-RED-S,100280,100280,,大阪府,619252,gmail.com,クレジットカード決済,システムキャンセル,512320,100280,35,100280,
Amemoba,85297.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,69893,1,95923433,69893,69893,,愛知県,619127,gmail.com,クレジットカード決済,システムキャンセル,418114,69893,35,69893,―
Amemoba,85296.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,69893,1,95923433,69893,69893,,大阪府,619104,gmail.com,クレジットカード決済,システムキャンセル,418114,69893,35,69893,
Amemoba,85247.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,69896,1,95923433,69896,69896,,愛知県,618669,gmail.com,クレジットカード決済,システムキャンセル,418114,69896,35,69896,
男前ケータイ,85043.0,システムキャンセル,,,,9924,iPhone 11 Pro Max 256GB - スペースグレイ SIMフリー,Aグレード,95690,1,,95690,95690,,埼玉県,616836,mail.com,クレジットカード決済,システムキャンセル,290049,95690,35,95690,
P&G,84378.0,システムキャンセル,,,,13097,Apple Watch Series 3 (GPSモデル) - 2017 - 38mm スペースグレイアルミニウムケース - ブラックスポーツバンド付き,Aグレード,23800,1,4549995043402-d,23800,23800,,岡山県,610678,gmail.com,クレジットカード決済,システムキャンセル,48408,23800,35,23800,
ハピネスネット,84514.0,発送済み,44821.08684027778,44821.08684027778,44821.85277777778,13453,iPhone SE (第2世代) 64GB - ブラック SIMフリー,Aグレード,30796,1,,30796,30796,,福島県,611778,gmail.com,クレジットカード決済,,347172,30796,5,30796,売上
gizmogo,85763.0,システムキャンセル,,,,14692,iPhone 12 64GB - ブラック SIMフリー,Cグレード,68000,1,998630,68000,68000,,岐阜県,622366,gmail.com,クレジットカード決済,システムキャンセル,418114,68000,35,68000,
RECO,85759.0,システムキャンセル,,,,14094,iPhone 12 64GB - グリーン SIMフリー,Aグレード,84800,1,,84800,84800,,大阪府,622350,gmail.com,クレジットカード決済,システムキャンセル,418123,84800,35,84800,
Likewize Japan,85579.0,システムキャンセル,,,,4078,iPhone XR 128GB - ホワイト SIMフリー,Cグレード,30571,1,,30571,30571,,北海道,621109,gmail.com,クレジットカード決済,システムキャンセル,198831,30571,35,30571,
P&G,85559.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,18500,1,4549995054170-d,18500,18500,,大阪府,620999,gmail.com,クレジットカード決済,システムキャンセル,388408,18500,35,18500,―
Guest Mobile,85512.0,システムキャンセル,,,,13407,iPhone 13 Pro Max 256GB- グラファイト SIMフリー,Aグレード,199800,1,,199800,199800,,大阪府,620703,gmail.com,クレジットカード決済,システムキャンセル,512443,199800,35,199800,
P&G,85495.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,18500,1,4549995054170-d,18500,18500,,愛知県,620583,gmail.com,クレジットカード決済,システムキャンセル,388408,18500,35,18500,
SSmarket,85461.0,システムキャンセル,,,,14293,Apple Watch Series 3 (GPSモデル) - 2017 - 38mm スペースグレイアルミニウムケース - ブラックスポーツバンド付き,Aグレード,23799,1,1233A,23799,23799,,大阪府,620355,gmail.com,クレジットカード決済,システムキャンセル,48408,23799,35,23799,
P&G,85448.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,18500,1,4549995054170-d,18500,18500,,愛知県,620287,gmail.com,クレジットカード決済,システムキャンセル,388408,18500,35,18500,
Loop Mobile,85810.0,対応中,44825.75121527778,44825.75121527778,,14505,Apple Watch Series 6 (GPSモデル) - 2020 - 44mm ブルーアルミニウムケース - バンド無し,Bグレード,40250,1,WB-AP-WA6ALU-WIF-044-BL-A2292-B,40250,40250,,大阪府,622632,gmail.com,クレジットカード決済,,999999084,40250,4,40250,売上
RECO,85360.0,キャンセル受付,44824.45108796296,44824.45108796296,44824.71309027778,13170,iPhone 13 128GB  - スターライト SIMフリー,Cグレード,107800,1,,107800,107800,,神奈川県,619674,gmail.com,クレジットカード決済,,512324,107800,33,107800,売上
Likewize Japan,85111.0,対応中,44823.47818287037,44823.47818287037,,4607,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,85500,1,,85500,85500,G6TDJ03R0D8L,神奈川県,617601,gmail.com,クレジットカード決済,,413174,85500,4,85500,売上
P&G,85802.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,18500,1,4549995054170-d,18500,18500,,岐阜県,622585,gmail.com,クレジットカード決済,システムキャンセル,388408,18500,35,18500,
Amemoba,87185.0,発送済み,44830.69855324074,44830.69855324074,44830.835023148145,7612,iPhone 11 64GB - ホワイト SIMフリー,Aグレード,58800,1,1559686,58800,58800,,兵庫県,631376,gmail.com,クレジットカード決済,,290058,58800,5,58800,売上
Amemoba,87473.0,システムキャンセル,,,,14851,iPhone 13 Pro 128GB- グラファイト SIMフリー,Bグレード,132800,1,2681746,132800,132800,,大阪府,633382,hotmail.com,クレジットカード決済,システムキャンセル,512403,132800,35,132800,
Amemoba,87417.0,システムキャンセル,,,,10858,iPhone 13 128GB - ブルー SIMフリー,Aグレード,111990,1,88887830,111990,111990,,大阪府,633049,gmail.com,クレジットカード決済,システムキャンセル,512315,111990,35,111990,
ハピネスネット,87212.0,システムキャンセル,,,,14820,iPhone 13 128GB - ブルー SIMフリー,Cグレード,103800,1,,103800,103800,,埼玉県,631578,outlook.jp,クレジットカード決済,システムキャンセル,512315,103800,35,103800,―
Lucky Sky,87190.0,システムキャンセル,,,,13431,iPhone 13 128GB - (Product)Red SIMフリー,Aグレード,100280,1,IP13-128G-RED-S,100280,100280,,埼玉県,631401,outlook.jp,クレジットカード決済,システムキャンセル,512320,100280,35,100280,―
Amemoba,87184.0,システムキャンセル,,,,11416,iPhone 13 Pro Max 128GB - シエラブルー SIMフリー,Cグレード,150000,1,9470816,150000,150000,,大阪府,631373,outlook.jp,クレジットカード決済,システムキャンセル,512428,150000,35,150000,―
Amemoba,87179.0,システムキャンセル,,,,14488,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Bグレード,99865,1,12567613,99865,99865,,大阪府,631335,gmail.com,クレジットカード決済,システムキャンセル,413174,99865,35,99865,
Reuse Style,87164.0,システムキャンセル,,,,13010,iPad Pro 11インチ 第1世代 - 2018 - WiFi - 64GB - シルバー,Cグレード,57000,1,,57000,57000,,新潟県,631200,gmail.com,クレジットカード決済,システムキャンセル,266617,57000,35,57000,
SSmarket,86954.0,システムキャンセル,,,,14346,iPad Air 第3世代 10.5インチ - 2019 - WiFi - 256GB - スペースグレイ,Bグレード,56800,1,1207/1210B,56800,56800,,東京都,629849,outlook.jp,クレジットカード決済,システムキャンセル,320133,56800,35,56800,
Sakumoba,86807.0,システムキャンセル,,,,11204,AirPods 3 (エアポッツ第3世代 - MME73J/A),Aグレード,27380,2,,54760,54760,,東京都,628944,outlook.jp,クレジットカード決済,システムキャンセル,546537,54760,35,54760,
Likewize Japan,86496.0,システムキャンセル,,,,7218,iPhone 12 64GB - ブラック SIMフリー,Cグレード,63000,1,,63000,63000,,京都府,626815,outlook.jp,クレジットカード決済,システムキャンセル,418114,63000,35,63000,―
Likewize Japan,86164.0,システムキャンセル,,,,7218,iPhone 12 64GB - ブラック SIMフリー,Cグレード,67689,1,,67689,67689,,東京都,624770,hotmail.com,クレジットカード決済,システムキャンセル,418114,67689,35,67689,
gizmogo,86106.0,システムキャンセル,,,,14635,iPhone 13 Pro Max 256GB - シエラブルー SIMフリー,Aグレード,155000,1,100135,155000,155000,,東京都,624344,gmail.com,クレジットカード決済,システムキャンセル,512429,155000,35,155000,
